브랜드,차종,연식,주행거리_만km,연료,사고이력,가격_만원
KG모빌리티,중형,2020,7.0,가솔린,단순수리,1200.0
기아,중형,2025,1.8,하이브리드,무사고,3080.0
기아,경차,2023,4.7,디젤,무사고,780.0
폭스바겐,준중형,2015,10.6,하이브리드,무사고,640.0
기아,전기차 전용,2009,10.9,전기,무사고,530.0
기아,준중형,2015,19.0,가솔린,사고이력,330.0
벤츠,대형,2017,19.5,가솔린,단순수리,1810.0
BMW,대형,2008,19.8,가솔린,무사고,620.0
기아,준중형,2021,3.3,가솔린,무사고,1270.0
아우디,대형,2015,6.5,가솔린,단순수리,1760.0
제네시스,대형,2017,4.3,가솔린,무사고,2600.0
BMW,대형,2016,10.8,하이브리드,무사고,2330.0
쉐보레,SUV,2015,6.3,가솔린,무사고,740.0
KG모빌리티,중형,2016,12.2,디젤,무사고,610.0
르노코리아,SUV,2017,18.6,디젤,무사고,600.0
쉐보레,중형,2013,5.7,가솔린,무사고,530.0
제네시스,SUV,2016,12.6,LPG,무사고,1040.0
볼보,대형,2019,14.7,디젤,무사고,1990.0
BMW,대형,2017,17.4,가솔린,무사고,2070.0
폭스바겐,중형,2023,4.9,가솔린,무사고,2710.0
폭스바겐,SUV,2016,16.2,디젤,무사고,830.0
기아,준중형,2016,13.0,가솔린,사고이력,440.0
기아,중형,2010,9.8,가솔린,사고이력,330.0
기아,SUV,2022,7.7,하이브리드,사고이력,1820.0
벤츠,대형,2015,10.4,가솔린,무사고,1950.0
르노코리아,SUV,2010,30.2,가솔린,무사고,290.0
아우디,준중형,2025,2.1,하이브리드,무사고,3840.0
벤츠,준중형,2015,14.3,가솔린,단순수리,710.0
BMW,SUV,2023,2.2,디젤,무사고,4010.0
벤츠,대형,2008,27.7,가솔린,무사고,740.0
KG모빌리티,SUV,2013,15.3,디젤,무사고,390.0
르노코리아,중형,2020,10.8,디젤,무사고,1020.0
BMW,중형,2012,28.5,디젤,무사고,650.0
현대,중형,2024,1.7,하이브리드,무사고,2960.0
쉐보레,준중형,2025,1.3,하이브리드,무사고,2200.0
아우디,중형,2021,7.4,디젤,사고이력,1820.0
기아,대형,2022,3.7,하이브리드,무사고,3330.0
현대,중형,2013,13.3,하이브리드,무사고,550.0
포르쉐,스포츠카,2014,25.5,디젤,사고이력,2930.0
기아,전기차 전용,2012,13.1,전기,무사고,700.0
기아,경차,2014,14.9,디젤,무사고,190.0
르노코리아,중형,2014,21.5,가솔린,무사고,400.0
폭스바겐,준중형,2024,2.9,가솔린,단순수리,2100.0
포르쉐,SUV,2009,36.4,가솔린,무사고,870.0
포르쉐,스포츠카,2016,6.5,가솔린,무사고,6220.0
쉐보레,준중형,2025,1.2,가솔린,무사고,2070.0
벤츠,준중형,2018,6.8,디젤,무사고,1360.0
기아,SUV,2022,2.6,디젤,무사고,2150.0
KG모빌리티,SUV,2019,14.6,가솔린,무사고,930.0
기아,경차,2022,3.3,가솔린,단순수리,750.0
KG모빌리티,중형,2013,27.1,가솔린,단순수리,370.0
기아,중형,2014,17.1,하이브리드,무사고,520.0
기아,전기차 전용,2020,4.2,전기,무사고,2570.0
현대,경차,2009,32.2,디젤,무사고,150.0
기아,경차,2009,15.3,하이브리드,무사고,150.0
현대,대형,2012,12.2,가솔린,사고이력,550.0
폭스바겐,SUV,2016,6.2,가솔린,단순수리,1200.0
포르쉐,SUV,2023,2.6,디젤,무사고,7360.0
기아,준중형,2020,6.2,LPG,단순수리,860.0
현대,중형,2021,3.5,하이브리드,무사고,1870.0
현대,준중형,2014,18.1,LPG,단순수리,290.0
KG모빌리티,중형,2015,13.0,가솔린,무사고,510.0
현대,경차,2020,13.2,LPG,무사고,390.0
렉서스,대형,2009,11.1,디젤,사고이력,560.0
아우디,준중형,2012,15.3,가솔린,단순수리,460.0
렉서스,SUV,2008,14.6,디젤,무사고,370.0
현대,경차,2026,0.1,가솔린,무사고,1410.0
렉서스,SUV,2013,13.7,가솔린,무사고,810.0
현대,전기차 전용,2020,3.3,전기,단순수리,2460.0
벤츠,준중형,2018,8.0,가솔린,단순수리,1220.0
쉐보레,중형,2017,13.9,가솔린,무사고,750.0
벤츠,준중형,2012,27.8,가솔린,무사고,500.0
BMW,준중형,2018,14.4,가솔린,무사고,1100.0
르노코리아,준중형,2016,14.7,가솔린,단순수리,370.0
현대,중형,2022,7.6,가솔린,사고이력,1410.0
제네시스,SUV,2019,8.1,LPG,무사고,1680.0
쉐보레,경차,2017,16.2,디젤,사고이력,180.0
기아,준중형,2013,24.5,가솔린,무사고,310.0
BMW,준중형,2024,1.1,가솔린,무사고,3280.0
BMW,SUV,2018,13.2,가솔린,단순수리,1630.0
현대,SUV,2014,6.5,가솔린,무사고,820.0
렉서스,대형,2018,15.3,가솔린,단순수리,1990.0
아우디,대형,2009,29.3,가솔린,무사고,720.0
현대,전기차 전용,2013,22.6,전기,단순수리,650.0
BMW,대형,2009,36.4,가솔린,단순수리,720.0
현대,대형,2018,15.6,하이브리드,무사고,1520.0
포르쉐,SUV,2010,21.1,하이브리드,무사고,1080.0
아우디,준중형,2015,17.2,LPG,무사고,620.0
BMW,SUV,2025,0.9,하이브리드,단순수리,5500.0
쉐보레,SUV,2010,12.0,LPG,단순수리,280.0
기아,준중형,2015,8.7,가솔린,무사고,550.0
현대,중형,2015,15.6,디젤,무사고,550.0
기아,대형,2014,19.4,가솔린,무사고,760.0
현대,전기차 전용,2026,0.3,전기,무사고,5290.0
아우디,준중형,2021,10.7,가솔린,단순수리,1500.0
현대,중형,2013,7.9,하이브리드,단순수리,580.0
아우디,대형,2020,11.1,LPG,무사고,2940.0
폭스바겐,SUV,2024,4.1,디젤,무사고,3370.0
기아,대형,2016,21.0,가솔린,무사고,1010.0
현대,SUV,2009,34.4,가솔린,단순수리,260.0
제네시스,SUV,2012,10.8,디젤,무사고,750.0
테슬라,SUV,2023,6.7,전기,단순수리,3440.0
현대,전기차 전용,2021,9.2,전기,단순수리,2330.0
벤츠,준중형,2020,3.1,가솔린,무사고,2090.0
현대,SUV,2025,1.8,가솔린,단순수리,3130.0
BMW,중형,2020,8.1,디젤,단순수리,1990.0
테슬라,SUV,2014,11.4,전기,무사고,1060.0
볼보,SUV,2018,17.7,디젤,무사고,1180.0
제네시스,대형,2020,9.7,가솔린,무사고,2950.0
벤츠,SUV,2017,16.2,가솔린,사고이력,1200.0
현대,준중형,2023,4.7,디젤,사고이력,1240.0
폭스바겐,중형,2014,25.7,하이브리드,단순수리,590.0
기아,경차,2023,6.2,가솔린,무사고,820.0
제네시스,대형,2024,2.8,가솔린,사고이력,4980.0
기아,중형,2017,11.3,디젤,무사고,810.0
쉐보레,중형,2016,15.0,가솔린,무사고,620.0
테슬라,SUV,2008,11.1,전기,무사고,560.0
폭스바겐,준중형,2010,10.7,가솔린,무사고,320.0
BMW,SUV,2023,4.7,디젤,단순수리,3480.0
아우디,대형,2019,3.5,가솔린,무사고,3390.0
제네시스,SUV,2013,13.0,디젤,무사고,770.0
벤츠,중형,2017,19.7,가솔린,무사고,1260.0
르노코리아,준중형,2009,24.9,하이브리드,단순수리,170.0
벤츠,SUV,2017,11.0,가솔린,무사고,1730.0
현대,대형,2013,24.1,가솔린,무사고,680.0
아우디,중형,2009,18.4,가솔린,단순수리,410.0
기아,대형,2015,13.4,가솔린,단순수리,880.0
현대,대형,2018,9.7,가솔린,단순수리,1610.0
KG모빌리티,SUV,2023,3.9,가솔린,무사고,2240.0
기아,SUV,2013,26.3,디젤,무사고,490.0
기아,대형,2021,6.8,LPG,단순수리,2070.0
쉐보레,중형,2024,3.2,하이브리드,무사고,2410.0
기아,중형,2021,6.4,디젤,무사고,1520.0
쉐보레,준중형,2017,7.5,하이브리드,단순수리,680.0
기아,SUV,2011,9.1,가솔린,사고이력,400.0
폭스바겐,SUV,2016,17.8,가솔린,단순수리,790.0
렉서스,대형,2021,9.7,가솔린,무사고,3650.0
현대,전기차 전용,2026,0.1,전기,단순수리,5130.0
기아,전기차 전용,2012,27.0,전기,무사고,600.0
쉐보레,SUV,2017,5.7,LPG,무사고,970.0
벤츠,준중형,2019,12.9,가솔린,무사고,1390.0
현대,경차,2012,18.7,가솔린,무사고,160.0
BMW,준중형,2015,21.8,가솔린,무사고,670.0
KG모빌리티,중형,2021,2.6,가솔린,무사고,1470.0
폭스바겐,준중형,2018,6.7,가솔린,무사고,1020.0
현대,경차,2012,8.6,디젤,무사고,180.0
렉서스,중형,2011,15.3,가솔린,사고이력,400.0
볼보,SUV,2014,9.3,LPG,무사고,840.0
테슬라,전기차 전용,2010,9.6,전기,단순수리,820.0
현대,준중형,2025,1.4,디젤,무사고,2090.0
기아,중형,2019,13.1,가솔린,무사고,1070.0
아우디,SUV,2022,8.4,LPG,단순수리,2500.0
BMW,준중형,2011,9.8,가솔린,단순수리,490.0
현대,SUV,2025,0.3,가솔린,무사고,3710.0
기아,준중형,2025,1.2,가솔린,무사고,2190.0
기아,전기차 전용,2026,0.0,전기,단순수리,5040.0
테슬라,전기차 전용,2016,8.6,전기,무사고,2100.0
기아,대형,2010,29.9,가솔린,단순수리,430.0
폭스바겐,SUV,2018,7.0,가솔린,무사고,1570.0
아우디,중형,2016,18.2,하이브리드,무사고,1150.0
르노코리아,SUV,2009,19.0,하이브리드,단순수리,250.0
BMW,SUV,2012,22.6,하이브리드,단순수리,730.0
벤츠,SUV,2014,10.0,가솔린,무사고,1280.0
벤츠,대형,2016,22.0,가솔린,무사고,1950.0
기아,대형,2015,23.2,하이브리드,단순수리,870.0
벤츠,준중형,2023,2.9,가솔린,단순수리,2870.0
렉서스,SUV,2014,19.0,LPG,무사고,770.0
기아,준중형,2009,10.4,가솔린,단순수리,220.0
KG모빌리티,SUV,2012,9.0,가솔린,무사고,480.0
기아,전기차 전용,2018,13.6,전기,무사고,1340.0
현대,중형,2008,27.0,하이브리드,단순수리,220.0
BMW,준중형,2008,11.7,가솔린,무사고,360.0
테슬라,SUV,2018,13.9,전기,단순수리,1510.0
폭스바겐,준중형,2018,7.7,가솔린,무사고,930.0
쉐보레,준중형,2025,0.9,하이브리드,무사고,2270.0
KG모빌리티,SUV,2019,5.7,디젤,무사고,1110.0
제네시스,SUV,2020,8.7,디젤,무사고,2170.0
폭스바겐,중형,2013,17.0,하이브리드,무사고,590.0
테슬라,전기차 전용,2019,5.3,전기,단순수리,2880.0
KG모빌리티,SUV,2019,10.5,가솔린,단순수리,1030.0
현대,준중형,2008,38.3,가솔린,무사고,160.0
현대,SUV,2015,15.8,디젤,사고이력,510.0
폭스바겐,준중형,2016,14.4,가솔린,단순수리,580.0
BMW,중형,2012,10.2,가솔린,무사고,840.0
벤츠,준중형,2010,14.1,하이브리드,무사고,480.0
기아,전기차 전용,2021,8.8,전기,단순수리,2180.0
현대,대형,2023,2.0,가솔린,무사고,3920.0
르노코리아,중형,2024,1.8,가솔린,무사고,2340.0
제네시스,대형,2010,34.0,가솔린,단순수리,680.0
기아,중형,2026,0.0,가솔린,사고이력,2790.0
폭스바겐,중형,2008,15.2,LPG,무사고,270.0
벤츠,중형,2018,9.9,LPG,무사고,1600.0
기아,중형,2010,23.5,디젤,무사고,270.0
렉서스,대형,2017,9.5,디젤,단순수리,1970.0
아우디,준중형,2010,33.8,가솔린,무사고,330.0
쉐보레,경차,2011,26.8,디젤,무사고,150.0
폭스바겐,중형,2017,11.6,가솔린,무사고,1090.0
볼보,대형,2026,0.0,하이브리드,무사고,8820.0
벤츠,준중형,2012,14.8,디젤,무사고,480.0
현대,대형,2023,6.4,하이브리드,무사고,3440.0
르노코리아,중형,2017,16.2,LPG,무사고,560.0
볼보,중형,2017,15.6,하이브리드,단순수리,1010.0
제네시스,대형,2023,4.1,가솔린,무사고,5200.0
포르쉐,SUV,2013,12.8,가솔린,무사고,1710.0
현대,경차,2012,8.5,하이브리드,사고이력,180.0
볼보,대형,2009,35.0,하이브리드,단순수리,600.0
기아,SUV,2010,20.2,LPG,무사고,310.0
KG모빌리티,SUV,2008,19.5,가솔린,무사고,210.0
기아,전기차 전용,2023,6.0,전기,단순수리,3320.0
현대,전기차 전용,2010,9.1,전기,단순수리,610.0
KG모빌리티,SUV,2014,22.8,가솔린,무사고,490.0
벤츠,대형,2019,12.4,가솔린,단순수리,3010.0
KG모빌리티,중형,2010,34.6,가솔린,무사고,240.0
BMW,준중형,2019,6.7,가솔린,무사고,1520.0
기아,중형,2024,5.1,디젤,단순수리,2010.0
테슬라,전기차 전용,2017,12.6,전기,무사고,2030.0
벤츠,준중형,2009,24.4,하이브리드,단순수리,340.0
기아,경차,2010,30.8,하이브리드,무사고,150.0
포르쉐,스포츠카,2020,11.4,가솔린,무사고,8670.0
현대,경차,2021,5.1,가솔린,단순수리,650.0
제네시스,SUV,2022,9.4,디젤,단순수리,2540.0
기아,경차,2022,5.0,디젤,단순수리,690.0
테슬라,전기차 전용,2022,5.9,전기,무사고,4220.0
쉐보레,중형,2019,11.5,가솔린,단순수리,930.0
테슬라,전기차 전용,2014,18.8,전기,무사고,1130.0
현대,준중형,2010,21.7,디젤,단순수리,180.0
현대,대형,2022,8.1,디젤,사고이력,2270.0
BMW,준중형,2014,6.6,가솔린,무사고,820.0
테슬라,전기차 전용,2009,31.6,전기,단순수리,560.0
볼보,SUV,2020,5.9,가솔린,단순수리,2250.0
KG모빌리티,중형,2026,0.0,하이브리드,무사고,3500.0
테슬라,전기차 전용,2014,21.3,전기,무사고,1140.0
르노코리아,준중형,2009,13.7,가솔린,단순수리,160.0
현대,대형,2022,4.0,LPG,무사고,2870.0
BMW,중형,2009,30.0,가솔린,무사고,460.0
BMW,중형,2025,1.8,LPG,단순수리,4040.0
현대,경차,2012,9.9,가솔린,사고이력,150.0
기아,준중형,2026,0.0,가솔린,단순수리,2420.0
BMW,SUV,2024,4.5,디젤,단순수리,3920.0
르노코리아,준중형,2016,14.2,디젤,무사고,400.0
제네시스,중형,2025,0.6,디젤,무사고,4460.0
테슬라,SUV,2022,9.0,전기,사고이력,2640.0
아우디,중형,2023,5.2,디젤,무사고,3340.0
기아,전기차 전용,2022,5.6,전기,무사고,2910.0
BMW,SUV,2015,6.7,가솔린,무사고,1430.0
벤츠,대형,2022,9.8,가솔린,무사고,4910.0
현대,경차,2011,21.2,가솔린,단순수리,150.0
제네시스,중형,2013,19.1,가솔린,무사고,610.0
현대,SUV,2020,11.6,디젤,사고이력,990.0
벤츠,중형,2011,31.4,가솔린,사고이력,510.0
기아,경차,2023,5.3,가솔린,무사고,890.0
현대,경차,2013,8.8,가솔린,무사고,210.0
현대,SUV,2008,9.5,디젤,무사고,310.0
BMW,중형,2022,7.7,가솔린,무사고,2840.0
현대,준중형,2026,0.3,LPG,단순수리,2130.0
렉서스,중형,2016,7.3,하이브리드,단순수리,1290.0
볼보,대형,2016,17.1,가솔린,무사고,1510.0
포르쉐,SUV,2013,11.1,하이브리드,무사고,1930.0
현대,대형,2009,34.6,가솔린,무사고,420.0
현대,준중형,2008,31.4,가솔린,무사고,170.0
르노코리아,중형,2024,2.1,가솔린,무사고,2130.0
벤츠,중형,2015,20.1,디젤,무사고,920.0
BMW,중형,2009,20.1,디젤,단순수리,380.0
현대,SUV,2015,10.5,가솔린,무사고,770.0
현대,중형,2013,13.2,하이브리드,무사고,510.0
볼보,대형,2015,9.1,디젤,사고이력,1300.0
벤츠,준중형,2011,20.6,가솔린,사고이력,330.0
렉서스,중형,2018,5.7,가솔린,무사고,1740.0
현대,전기차 전용,2010,26.3,전기,단순수리,470.0
볼보,대형,2008,32.9,가솔린,무사고,560.0
포르쉐,SUV,2026,0.2,가솔린,단순수리,11340.0
테슬라,전기차 전용,2026,0.9,전기,단순수리,7510.0
현대,중형,2020,4.9,디젤,무사고,1410.0
아우디,준중형,2008,28.1,하이브리드,무사고,310.0
벤츠,중형,2024,3.7,가솔린,무사고,4620.0
BMW,중형,2010,22.0,디젤,단순수리,450.0
르노코리아,중형,2015,20.2,가솔린,무사고,490.0
아우디,SUV,2008,22.3,하이브리드,무사고,480.0
벤츠,SUV,2024,4.0,디젤,단순수리,4650.0
KG모빌리티,중형,2010,34.3,LPG,무사고,230.0
테슬라,전기차 전용,2020,8.6,전기,무사고,3020.0
BMW,대형,2016,8.9,LPG,단순수리,1870.0
포르쉐,SUV,2016,11.2,하이브리드,무사고,2640.0
포르쉐,스포츠카,2021,10.3,디젤,무사고,10590.0
기아,대형,2010,34.8,가솔린,무사고,520.0
포르쉐,스포츠카,2010,18.4,디젤,무사고,2100.0
BMW,SUV,2008,32.6,하이브리드,단순수리,460.0
아우디,준중형,2009,16.2,하이브리드,단순수리,310.0
아우디,준중형,2012,9.8,하이브리드,무사고,610.0
벤츠,대형,2008,13.6,가솔린,무사고,740.0
아우디,SUV,2023,6.5,가솔린,무사고,3580.0
BMW,중형,2016,16.4,가솔린,사고이력,810.0
포르쉐,스포츠카,2020,3.4,가솔린,단순수리,10610.0
폭스바겐,준중형,2013,28.3,디젤,단순수리,330.0
현대,중형,2018,13.1,가솔린,단순수리,900.0
아우디,중형,2008,12.3,디젤,사고이력,310.0
아우디,준중형,2020,11.9,가솔린,무사고,1480.0
아우디,대형,2014,25.8,가솔린,사고이력,1050.0
렉서스,중형,2024,2.9,하이브리드,무사고,4270.0
KG모빌리티,SUV,2008,12.2,하이브리드,무사고,270.0
제네시스,대형,2022,2.5,디젤,무사고,4610.0
렉서스,대형,2012,9.9,디젤,사고이력,910.0
포르쉐,SUV,2021,5.1,디젤,단순수리,4990.0
KG모빌리티,SUV,2015,12.3,디젤,단순수리,520.0
볼보,중형,2013,13.8,LPG,사고이력,460.0
기아,전기차 전용,2022,7.5,전기,무사고,2850.0
현대,대형,2013,21.1,디젤,단순수리,620.0
제네시스,대형,2025,1.4,가솔린,무사고,7640.0
현대,준중형,2012,29.3,가솔린,사고이력,210.0
BMW,중형,2022,8.1,가솔린,단순수리,2900.0
기아,경차,2014,16.1,하이브리드,사고이력,160.0
테슬라,전기차 전용,2023,5.8,전기,무사고,5380.0
현대,대형,2017,12.3,디젤,무사고,1250.0
BMW,SUV,2010,13.5,LPG,단순수리,540.0
벤츠,SUV,2020,5.6,디젤,무사고,2940.0
기아,경차,2018,11.0,LPG,무사고,320.0
벤츠,SUV,2010,11.3,가솔린,무사고,730.0
쉐보레,SUV,2025,1.1,디젤,단순수리,2650.0
BMW,대형,2019,8.3,디젤,무사고,3040.0
BMW,준중형,2011,14.3,하이브리드,단순수리,440.0
기아,준중형,2026,0.0,가솔린,무사고,2530.0
볼보,중형,2025,0.3,하이브리드,단순수리,4420.0
기아,준중형,2026,0.0,가솔린,무사고,2460.0
BMW,SUV,2025,1.0,하이브리드,단순수리,5980.0
렉서스,중형,2018,7.2,가솔린,사고이력,1310.0
기아,전기차 전용,2022,6.7,전기,단순수리,2720.0
현대,경차,2021,2.2,가솔린,무사고,770.0
현대,SUV,2022,6.8,LPG,무사고,1840.0
아우디,대형,2022,3.3,LPG,무사고,4800.0
제네시스,대형,2014,15.5,디젤,무사고,1040.0
쉐보레,SUV,2009,24.9,가솔린,무사고,250.0
BMW,준중형,2013,22.5,가솔린,무사고,530.0
기아,SUV,2014,25.4,가솔린,단순수리,550.0
쉐보레,중형,2018,4.5,디젤,무사고,990.0
쉐보레,준중형,2021,3.2,가솔린,단순수리,1040.0
테슬라,전기차 전용,2017,11.0,전기,무사고,2020.0
기아,준중형,2011,16.2,가솔린,단순수리,240.0
벤츠,대형,2008,26.1,가솔린,무사고,680.0
쉐보레,중형,2009,15.8,가솔린,무사고,260.0
기아,SUV,2010,13.2,가솔린,무사고,400.0
렉서스,대형,2014,22.5,하이브리드,무사고,1320.0
현대,대형,2008,36.2,가솔린,무사고,410.0
제네시스,중형,2011,24.1,가솔린,단순수리,500.0
아우디,대형,2010,17.1,가솔린,단순수리,730.0
렉서스,SUV,2014,25.5,디젤,무사고,780.0
기아,SUV,2008,23.1,LPG,단순수리,230.0
쉐보레,경차,2012,15.5,디젤,단순수리,150.0
현대,준중형,2010,20.5,가솔린,무사고,210.0
벤츠,대형,2026,0.0,가솔린,단순수리,9720.0
BMW,준중형,2018,16.6,가솔린,무사고,1000.0
현대,대형,2024,3.1,LPG,무사고,3960.0
벤츠,대형,2014,20.0,하이브리드,단순수리,1400.0
폭스바겐,중형,2015,16.7,가솔린,무사고,720.0
기아,전기차 전용,2013,8.7,전기,무사고,890.0
렉서스,대형,2016,20.8,가솔린,단순수리,1400.0
포르쉐,SUV,2012,26.3,하이브리드,무사고,1430.0
현대,전기차 전용,2023,3.1,전기,단순수리,3390.0
아우디,SUV,2021,3.5,가솔린,무사고,3040.0
쉐보레,준중형,2023,5.9,디젤,무사고,1290.0
기아,경차,2021,4.6,가솔린,무사고,700.0
